Region,Product_ID,Sales_Amount,Quantity_Sold,Unit_Price,Discount,Profit_Margin,Sales_Date,Sales_Channel,Customer_Segment
Central,P9884,680.56,78,87.2,0.29,0.11,2032-02-11,Online,Corporate
South,P6035,639.78,46,27.4,0.01,0.11,2032-02-12,Offline,Corporate
Central,P9108,324.35,28,56.82,0.06,0.28,2032-02-13,Wholesale,Corporate
East,P5932,502.84,73,64.17,0.26,0.07,2032-02-14,Offline,Retail
North,P8257,406.56,3,83.42,0.04,0.19,2032-02-15,Offline,Small Business
South,P4770,567.79,40,51.3,0.26,0.35,2032-02-16,Online,Small Business
Central,P1346,62.34,18,22.5,0.03,0.08,2032-02-17,Wholesale,Retail
West,P6228,484.33,28,20.55,0.1,0.48,2032-02-18,Wholesale,Corporate
East,P6008,366.11,22,26.68,0.16,0.33,2032-02-19,Online,Corporate
South,P5805,219.63,71,39.84,0.09,0.07,2032-02-20,Wholesale,Small Business
West,P2122,650.31,61,13.22,0.18,0.18,2032-02-21,Wholesale,Retail
South,P4324,636.32,66,85.79,0.22,0.36,2032-02-22,Wholesale,Retail
Central,P4458,57.58,66,84.5,0.04,0.3,2032-02-23,Online,Corporate
South,P7260,915.68,35,5.6,0.01,0.48,2032-02-24,Wholesale,Corporate
Central,P5474,291.57,7,96.55,0.17,0.14,2032-02-25,Offline,Small Business
West,P6109,324.64,45,75.27,0.16,0.5,2032-02-26,Offline,Small Business
Central,P6429,714.4,97,92.57,0.14,0.26,2032-02-27,Online,Retail
South,P4113,400.85,51,78.83,0.04,0.1,2032-02-28,Wholesale,Corporate
North,P3095,746.42,54,37.35,0.15,0.28,2032-02-29,Wholesale,Retail
Central,P6126,890.82,22,58.26,0.04,0.08,2032-03-01,Wholesale,Small Business
East,P3359,128.25,78,25.41,0.07,0.19,2032-03-02,Offline,Retail
North,P3329,335.65,97,39.71,0.11,0.44,2032-03-03,Wholesale,Corporate
East,P5395,997.42,12,70.17,0.18,0.47,2032-03-04,Offline,Retail
East,P9278,895.94,30,14.67,0.0,0.21,2032-03-05,Offline,Corporate
North,P8652,275.28,50,26.08,0.08,0.12,2032-03-06,Online,Retail
West,P5018,260.95,71,12.95,0.07,0.42,2032-03-07,Online,Small Business
Central,P3565,487.85,96,39.49,0.21,0.27,2032-03-08,Online,Corporate
North,P3558,735.43,3,58.76,0.06,0.26,2032-03-09,Wholesale,Corporate
North,P6194,743.27,94,65.37,0.16,0.46,2032-03-10,Wholesale,Retail
Central,P3591,430.76,99,67.09,0.05,0.17,2032-03-11,Wholesale,Corporate
Central,P3520,517.64,56,48.35,0.16,0.28,2032-03-12,Online,Retail
North,P6119,96.87,8,70.0,0.3,0.44,2032-03-13,Online,Retail
East,P3566,133.67,56,54.39,0.27,0.31,2032-03-14,Offline,Corporate
Central,P7581,218.76,45,33.88,0.12,0.1,2032-03-15,Online,Retail
East,P8453,859.8,72,27.51,0.22,0.48,2032-03-16,Online,Corporate
Central,P5126,121.77,50,46.01,0.09,0.16,2032-03-17,Offline,Corporate
South,P9016,536.43,17,9.96,0.29,0.23,2032-03-18,Offline,Corporate
South,P8407,189.92,83,41.66,0.2,0.32,2032-03-19,Offline,Small Business
North,P3077,350.03,15,51.05,0.19,0.38,2032-03-20,Online,Small Business
North,P5446,636.36,90,99.94,0.15,0.35,2032-03-21,Offline,Corporate
West,P9715,913.92,50,65.05,0.1,0.19,2032-03-22,Wholesale,Retail
South,P9082,816.21,40,71.57,0.24,0.06,2032-03-23,Online,Corporate
South,P3741,227.67,46,98.65,0.09,0.33,2032-03-24,Online,Small Business
North,P2995,238.16,9,11.3,0.04,0.15,2032-03-25,Wholesale,Corporate
East,P5645,339.82,41,9.28,0.14,0.39,2032-03-26,Online,Small Business
Central,P5722,263.85,99,65.98,0.12,0.33,2032-03-27,Wholesale,Small Business
South,P3538,241.02,28,11.22,0.22,0.21,2032-03-28,Offline,Retail
South,P3884,652.49,53,58.02,0.19,0.2,2032-03-29,Offline,Retail
West,P8142,726.8,32,39.95,0.22,0.41,2032-03-30,Offline,Small Business
Central,P6302,212.34,82,62.02,0.08,0.41,2032-03-31,Wholesale,Small Business
West,P6093,440.72,83,81.15,0.13,0.18,2032-04-01,Online,Small Business
South,P7412,162.57,85,81.71,0.03,0.2,2032-04-02,Online,Corporate
North,P5161,706.65,56,40.96,0.13,0.48,2032-04-03,Offline,Corporate
Central,P9163,259.01,74,45.96,0.0,0.37,2032-04-04,Offline,Retail
East,P6825,941.46,11,79.0,0.2,0.1,2032-04-05,Wholesale,Retail
South,P7960,998.24,80,95.42,0.04,0.13,2032-04-06,Offline,Retail
South,P6686,153.9,48,81.55,0.25,0.17,2032-04-07,Offline,Retail
South,P5279,632.02,17,63.81,0.19,0.06,2032-04-08,Online,Corporate
Central,P7568,56.3,99,42.19,0.04,0.06,2032-04-09,Online,Small Business
North,P6761,211.05,45,56.5,0.05,0.29,2032-04-10,Offline,Retail
South,P2284,471.33,7,11.79,0.04,0.34,2032-04-11,Wholesale,Small Business
West,P6008,995.34,67,85.44,0.25,0.37,2032-04-12,Online,Small Business
South,P7051,163.43,13,21.57,0.28,0.28,2032-04-13,Offline,Retail
North,P8349,688.93,54,96.79,0.06,0.44,2032-04-14,Wholesale,Small Business
North,P7974,427.5,37,81.88,0.22,0.46,2032-04-15,Wholesale,Retail
South,P8106,975.2,12,23.9,0.16,0.06,2032-04-16,Wholesale,Retail
West,P9133,765.76,52,7.5,0.19,0.1,2032-04-17,Wholesale,Retail
South,P6171,230.8,38,83.64,0.07,0.49,2032-04-18,Online,Retail
Central,P3365,273.94,30,42.64,0.3,0.29,2032-04-19,Wholesale,Corporate
West,P8549,785.49,10,16.75,0.05,0.29,2032-04-20,Online,Retail
Central,P2571,773.96,99,34.87,0.04,0.29,2032-04-21,Wholesale,Corporate
West,P5771,538.13,82,33.65,0.05,0.35,2032-04-22,Wholesale,Corporate
Central,P9144,139.3,77,20.52,0.25,0.38,2032-04-23,Offline,Corporate
North,P2209,371.72,58,87.29,0.16,0.25,2032-04-24,Wholesale,Small Business
South,P3923,518.5,81,5.98,0.12,0.14,2032-04-25,Wholesale,Small Business
West,P9076,424.11,86,52.65,0.19,0.44,2032-04-26,Wholesale,Small Business
West,P1082,720.79,71,96.99,0.3,0.49,2032-04-27,Online,Small Business
South,P4215,245.23,33,95.3,0.23,0.32,2032-04-28,Offline,Small Business
Central,P6655,72.8,38,41.11,0.03,0.18,2032-04-29,Wholesale,Small Business
Central,P5658,60.32,10,8.68,0.02,0.11,2032-04-30,Online,Small Business
East,P5343,852.32,44,21.11,0.08,0.26,2032-05-01,Online,Small Business
West,P2278,392.59,47,90.73,0.25,0.49,2032-05-02,Offline,Retail
East,P8457,294.5,76,20.84,0.27,0.09,2032-05-03,Wholesale,Small Business
North,P9829,800.57,26,84.95,0.23,0.15,2032-05-04,Offline,Small Business
West,P3080,507.8,22,6.76,0.14,0.14,2032-05-05,Offline,Retail
West,P1334,321.79,90,31.35,0.04,0.29,2032-05-06,Offline,Retail
East,P1809,528.72,81,41.04,0.0,0.21,2032-05-07,Online,Small Business
Central,P8152,72.76,23,78.53,0.07,0.39,2032-05-08,Wholesale,Small Business
South,P9905,331.95,27,10.69,0.15,0.07,2032-05-09,Offline,Small Business
East,P4663,120.09,43,5.08,0.2,0.18,2032-05-10,Wholesale,Small Business
East,P9741,796.01,97,9.64,0.26,0.25,2032-05-11,Offline,Retail
South,P8637,263.23,25,50.97,0.14,0.12,2032-05-12,Offline,Retail
East,P9660,363.11,93,35.62,0.24,0.18,2032-05-13,Online,Corporate
North,P2345,162.96,74,77.75,0.1,0.4,2032-05-14,Offline,Small Business
East,P3187,316.35,28,22.18,0.28,0.08,2032-05-15,Online,Retail
West,P6334,421.36,79,98.89,0.11,0.2,2032-05-16,Wholesale,Corporate
Central,P7108,298.17,72,66.43,0.09,0.13,2032-05-17,Online,Small Business
East,P1226,238.47,68,85.16,0.15,0.44,2032-05-18,Wholesale,Corporate
East,P4329,289.53,17,46.02,0.22,0.21,2032-05-19,Online,Corporate
North,P6252,970.33,54,20.58,0.17,0.31,2032-05-20,Wholesale,Retail
North,P4454,974.95,26,43.22,0.11,0.41,2032-05-21,Online,Corporate
West,P8414,381.39,85,17.76,0.2,0.09,2032-05-22,Online,Retail
West,P5864,830.21,10,81.72,0.28,0.34,2032-05-23,Offline,Retail
Central,P1810,533.44,24,7.16,0.25,0.36,2032-05-24,Online,Small Business
Central,P6135,191.57,33,31.63,0.03,0.27,2032-05-25,Online,Corporate
Central,P4897,624.68,32,83.45,0.12,0.46,2032-05-26,Wholesale,Retail
South,P9460,408.31,58,37.26,0.29,0.34,2032-05-27,Offline,Corporate
East,P8273,748.48,19,46.13,0.08,0.29,2032-05-28,Wholesale,Corporate
North,P4862,972.88,42,54.53,0.22,0.39,2032-05-29,Online,Retail
North,P7867,830.06,76,74.94,0.18,0.13,2032-05-30,Online,Retail
East,P6475,443.38,36,87.94,0.29,0.21,2032-05-31,Wholesale,Corporate
South,P8626,312.71,68,81.16,0.16,0.45,2032-06-01,Wholesale,Corporate
East,P8597,458.53,34,84.69,0.07,0.31,2032-06-02,Wholesale,Retail
North,P8998,809.53,12,61.92,0.1,0.31,2032-06-03,Online,Corporate
West,P2668,216.68,45,12.8,0.03,0.11,2032-06-04,Wholesale,Retail
West,P4565,914.65,89,62.95,0.25,0.23,2032-06-05,Wholesale,Corporate
West,P6073,716.0,46,59.09,0.07,0.21,2032-06-06,Online,Small Business
South,P9195,216.11,37,20.48,0.16,0.07,2032-06-07,Offline,Corporate
South,P4368,385.1,92,52.06,0.24,0.27,2032-06-08,Offline,Retail
Central,P3185,898.23,80,74.52,0.3,0.32,2032-06-09,Online,Retail
Central,P1282,856.28,17,80.81,0.02,0.42,2032-06-10,Offline,Corporate
West,P5877,972.94,8,14.75,0.17,0.13,2032-06-11,Online,Small Business
East,P2733,255.76,46,35.61,0.06,0.33,2032-06-12,Wholesale,Retail
East,P1784,804.7,53,38.52,0.29,0.35,2032-06-13,Online,Small Business
East,P5814,550.79,30,46.98,0.11,0.15,2032-06-14,Wholesale,Corporate
West,P4257,852.45,80,23.56,0.18,0.19,2032-06-15,Offline,Corporate
Central,P4156,307.77,26,44.91,0.11,0.27,2032-06-16,Online,Corporate
North,P8446,780.11,79,51.0,0.21,0.21,2032-06-17,Wholesale,Small Business
South,P4237,977.88,65,38.9,0.22,0.1,2032-06-18,Wholesale,Retail
North,P7979,513.68,27,40.74,0.03,0.29,2032-06-19,Wholesale,Small Business
West,P3424,472.27,89,54.01,0.05,0.48,2032-06-20,Online,Small Business
East,P2451,395.79,2,42.07,0.09,0.38,2032-06-21,Online,Corporate
Central,P7322,79.8,80,66.96,0.19,0.17,2032-06-22,Offline,Corporate
East,P1784,609.8,52,94.53,0.11,0.1,2032-06-23,Online,Corporate
East,P3177,875.46,39,67.92,0.29,0.29,2032-06-24,Offline,Small Business
East,P3943,954.5,68,53.0,0.06,0.13,2032-06-25,Offline,Small Business
West,P6373,322.65,80,20.56,0.1,0.3,2032-06-26,Online,Retail
Central,P7218,271.55,64,45.26,0.02,0.28,2032-06-27,Online,Retail
West,P8198,674.45,21,9.93,0.08,0.35,2032-06-28,Offline,Retail
South,P5230,586.0,75,62.24,0.12,0.44,2032-06-29,Offline,Small Business
South,P6437,254.58,24,72.64,0.0,0.45,2032-06-30,Online,Corporate
Central,P1509,520.42,68,67.07,0.29,0.12,2032-07-01,Wholesale,Corporate
Central,P4085,295.62,24,54.74,0.07,0.2,2032-07-02,Wholesale,Retail
South,P9490,720.16,69,29.58,0.21,0.42,2032-07-03,Offline,Corporate
Central,P7073,222.23,54,21.66,0.23,0.47,2032-07-04,Wholesale,Corporate
North,P7613,701.48,27,20.16,0.13,0.07,2032-07-05,Wholesale,Corporate
West,P1131,401.58,68,60.04,0.28,0.45,2032-07-06,Online,Retail
North,P1884,459.33,85,50.22,0.1,0.24,2032-07-07,Wholesale,Small Business
North,P5140,59.42,81,28.27,0.04,0.45,2032-07-08,Offline,Retail
North,P8098,543.89,65,52.44,0.22,0.42,2032-07-09,Offline,Corporate
West,P8031,262.17,12,13.09,0.03,0.38,2032-07-10,Offline,Retail
South,P8328,765.55,74,40.34,0.2,0.19,2032-07-11,Offline,Retail
East,P8966,937.44,72,87.21,0.16,0.18,2032-07-12,Offline,Small Business
West,P7833,905.36,17,46.62,0.1,0.14,2032-07-13,Offline,Small Business
East,P6762,999.76,87,57.29,0.07,0.08,2032-07-14,Online,Retail
North,P6226,793.4,78,59.52,0.09,0.12,2032-07-15,Online,Corporate
East,P5831,246.35,47,33.88,0.03,0.46,2032-07-16,Online,Small Business
Central,P6313,553.57,1,34.49,0.12,0.07,2032-07-17,Wholesale,Corporate
West,P7804,895.86,9,15.5,0.14,0.19,2032-07-18,Online,Small Business
North,P9400,673.16,82,99.64,0.04,0.21,2032-07-19,Offline,Retail
South,P7115,533.58,51,42.09,0.29,0.39,2032-07-20,Online,Small Business
South,P1186,459.4,25,72.73,0.12,0.43,2032-07-21,Online,Small Business
South,P7832,715.69,55,31.89,0.19,0.27,2032-07-22,Offline,Retail
East,P8819,471.7,55,86.77,0.1,0.27,2032-07-23,Online,Small Business
West,P4372,779.2,45,99.86,0.12,0.06,2032-07-24,Wholesale,Retail
East,P9380,410.66,50,86.67,0.14,0.13,2032-07-25,Online,Corporate
West,P1183,501.41,23,61.61,0.08,0.33,2032-07-26,Offline,Retail
Central,P7906,388.87,63,45.47,0.19,0.31,2032-07-27,Offline,Retail
West,P3305,684.99,76,96.43,0.04,0.18,2032-07-28,Wholesale,Small Business
South,P5639,234.92,4,29.88,0.21,0.37,2032-07-29,Wholesale,Corporate
West,P6272,512.52,38,53.51,0.08,0.09,2032-07-30,Offline,Corporate
North,P1345,192.26,60,55.91,0.15,0.15,2032-07-31,Wholesale,Retail
North,P1465,437.66,42,19.63,0.21,0.25,2032-08-01,Wholesale,Retail
Central,P6651,848.75,32,66.23,0.08,0.17,2032-08-02,Offline,Small Business
North,P3713,685.94,20,87.6,0.3,0.47,2032-08-03,Wholesale,Small Business
East,P3683,444.4,15,86.08,0.29,0.25,2032-08-04,Offline,Small Business
East,P6908,742.61,93,9.34,0.18,0.45,2032-08-05,Offline,Corporate
North,P7858,320.28,16,67.33,0.27,0.1,2032-08-06,Online,Retail
North,P8497,574.61,93,48.89,0.24,0.17,2032-08-07,Online,Corporate
South,P5553,176.73,36,81.42,0.18,0.13,2032-08-08,Wholesale,Retail
Central,P6582,160.9,83,56.82,0.3,0.07,2032-08-09,Online,Retail
North,P2297,685.77,10,53.34,0.15,0.24,2032-08-10,Wholesale,Corporate
West,P1768,116.63,69,45.72,0.18,0.08,2032-08-11,Online,Corporate
West,P5580,422.16,44,23.73,0.3,0.36,2032-08-12,Wholesale,Corporate
West,P1768,748.63,38,94.02,0.19,0.28,2032-08-13,Wholesale,Small Business
South,P6610,66.03,54,77.35,0.26,0.37,2032-08-14,Wholesale,Small Business
Central,P1372,492.48,92,92.98,0.08,0.4,2032-08-15,Offline,Retail
West,P2815,201.94,87,43.45,0.25,0.23,2032-08-16,Offline,Retail
Central,P9124,232.83,6,50.33,0.23,0.19,2032-08-17,Wholesale,Small Business
South,P6002,208.32,46,55.38,0.29,0.2,2032-08-18,Online,Small Business
South,P9325,233.93,18,98.01,0.3,0.32,2032-08-19,Wholesale,Corporate
East,P9545,919.42,10,29.68,0.01,0.27,2032-08-20,Offline,Corporate
North,P7676,340.1,23,21.99,0.26,0.1,2032-08-21,Wholesale,Corporate
East,P7411,783.14,43,47.58,0.21,0.18,2032-08-22,Offline,Retail
South,P8756,224.61,84,98.73,0.22,0.18,2032-08-23,Offline,Corporate
East,P1549,904.97,47,10.05,0.17,0.43,2032-08-24,Offline,Small Business
Central,P7003,123.34,94,59.13,0.08,0.38,2032-08-25,Offline,Corporate
West,P4391,821.68,23,71.99,0.05,0.14,2032-08-26,Online,Retail
South,P7825,425.87,55,27.8,0.26,0.22,2032-08-27,Online,Small Business
West,P3588,871.54,75,39.67,0.23,0.32,2032-08-28,Online,Corporate
Central,P2527,587.56,19,76.61,0.0,0.27,2032-08-29,Offline,Retail
South,P8295,76.06,49,88.85,0.28,0.48,2032-08-30,Online,Retail
East,P8706,422.44,74,52.92,0.2,0.1,2032-08-31,Online,Retail
West,P1182,631.55,19,36.1,0.12,0.34,2032-09-01,Offline,Retail
East,P1326,200.28,89,22.06,0.15,0.26,2032-09-02,Offline,Corporate
North,P4504,772.75,81,29.88,0.18,0.19,2032-09-03,Wholesale,Small Business
East,P1106,67.4,77,90.69,0.24,0.09,2032-09-04,Online,Small Business
West,P6407,465.27,86,24.14,0.08,0.13,2032-09-05,Online,Small Business
South,P1276,56.59,33,65.29,0.04,0.25,2032-09-06,Wholesale,Retail
North,P1825,861.19,68,86.89,0.28,0.41,2032-09-07,Wholesale,Corporate
West,P3270,180.83,50,45.14,0.24,0.26,2032-09-08,Offline,Retail
East,P8309,73.59,50,33.04,0.17,0.21,2032-09-09,Online,Retail
South,P5618,61.88,15,96.86,0.27,0.23,2032-09-10,Online,Retail
Central,P4720,760.85,93,72.57,0.12,0.05,2032-09-11,Wholesale,Corporate
West,P9990,510.24,46,15.79,0.0,0.26,2032-09-12,Wholesale,Small Business
Central,P2972,363.89,50,96.29,0.09,0.06,2032-09-13,Online,Small Business
North,P6753,103.94,47,61.38,0.09,0.17,2032-09-14,Online,Corporate
North,P7213,665.86,11,22.38,0.14,0.23,2032-09-15,Wholesale,Retail
East,P9155,187.56,92,12.34,0.17,0.35,2032-09-16,Wholesale,Small Business
West,P9011,990.9,13,21.46,0.17,0.24,2032-09-17,Wholesale,Corporate
East,P4502,648.25,93,38.22,0.0,0.19,2032-09-18,Offline,Retail
North,P6226,731.34,52,94.46,0.29,0.17,2032-09-19,Wholesale,Small Business
East,P7696,889.79,82,54.83,0.26,0.33,2032-09-20,Wholesale,Retail
North,P5059,210.15,25,92.12,0.26,0.06,2032-09-21,Offline,Retail
Central,P1986,394.14,82,42.99,0.18,0.5,2032-09-22,Wholesale,Corporate
Central,P6591,208.41,43,95.66,0.18,0.06,2032-09-23,Wholesale,Small Business
Central,P1350,746.59,61,66.52,0.17,0.41,2032-09-24,Online,Retail
West,P3587,844.61,22,89.03,0.18,0.48,2032-09-25,Online,Retail
East,P9972,479.63,71,78.96,0.23,0.2,2032-09-26,Offline,Small Business
Central,P7622,174.44,78,98.02,0.3,0.27,2032-09-27,Online,Small Business
South,P6536,941.47,58,51.86,0.01,0.09,2032-09-28,Wholesale,Corporate
South,P6629,269.21,46,95.15,0.04,0.22,2032-09-29,Offline,Corporate
South,P3151,297.62,92,80.45,0.19,0.33,2032-09-30,Wholesale,Corporate
North,P3638,711.82,9,20.22,0.07,0.19,2032-10-01,Offline,Retail
West,P2642,943.07,49,76.42,0.01,0.34,2032-10-02,Offline,Retail
Central,P7581,929.33,93,94.02,0.2,0.26,2032-10-03,Wholesale,Corporate
South,P3273,572.32,47,45.96,0.01,0.22,2032-10-04,Offline,Retail
North,P4313,190.98,88,6.34,0.04,0.24,2032-10-05,Wholesale,Small Business
West,P5593,90.15,44,40.9,0.23,0.27,2032-10-06,Online,Retail
North,P6617,151.04,83,48.84,0.21,0.11,2032-10-07,Wholesale,Corporate
West,P2237,443.02,96,15.37,0.07,0.32,2032-10-08,Online,Corporate
North,P7266,554.72,17,58.47,0.02,0.12,2032-10-09,Offline,Small Business
Central,P2990,705.09,23,69.69,0.21,0.46,2032-10-10,Wholesale,Small Business
Central,P2840,974.18,97,55.76,0.14,0.24,2032-10-11,Online,Corporate
West,P4739,86.82,14,60.43,0.12,0.31,2032-10-12,Online,Retail
East,P4717,484.1,87,37.19,0.12,0.15,2032-10-13,Wholesale,Retail
East,P7877,870.86,75,11.99,0.06,0.09,2032-10-14,Offline,Small Business
South,P6286,932.65,78,25.99,0.16,0.39,2032-10-15,Offline,Retail
North,P2964,853.22,11,76.48,0.14,0.11,2032-10-16,Wholesale,Retail
North,P1821,255.54,63,27.13,0.16,0.35,2032-10-17,Online,Corporate
South,P7150,156.4,61,24.78,0.2,0.5,2032-10-18,Wholesale,Retail
South,P9728,433.7,61,98.08,0.06,0.11,2032-10-19,Offline,Corporate
South,P5722,849.75,23,62.11,0.02,0.37,2032-10-20,Offline,Retail
West,P3605,66.51,13,84.09,0.05,0.48,2032-10-21,Wholesale,Corporate
East,P7890,940.58,94,85.89,0.29,0.2,2032-10-22,Offline,Small Business
South,P3128,938.77,73,21.17,0.08,0.1,2032-10-23,Wholesale,Retail
Central,P5587,969.14,84,70.29,0.24,0.25,2032-10-24,Wholesale,Corporate
North,P9554,922.26,1,67.46,0.03,0.49,2032-10-25,Wholesale,Retail
Central,P4486,959.44,35,87.3,0.25,0.3,2032-10-26,Offline,Retail
North,P4251,165.57,87,54.96,0.14,0.32,2032-10-27,Wholesale,Retail
Central,P1189,613.28,4,75.19,0.24,0.49,2032-10-28,Offline,Small Business
North,P1405,923.71,61,51.23,0.12,0.47,2032-10-29,Online,Small Business
East,P2966,999.55,83,13.54,0.28,0.32,2032-10-30,Online,Corporate
North,P7640,467.96,92,60.33,0.19,0.28,2032-10-31,Offline,Corporate
South,P8120,340.39,26,76.54,0.01,0.43,2032-11-01,Offline,Retail
Central,P6584,254.91,40,92.92,0.05,0.38,2032-11-02,Offline,Retail
East,P8296,210.92,68,91.55,0.27,0.44,2032-11-03,Online,Corporate
Central,P9537,58.61,26,64.28,0.21,0.28,2032-11-04,Wholesale,Corporate
North,P8374,87.34,58,53.63,0.09,0.18,2032-11-05,Online,Corporate
North,P4820,491.15,28,34.53,0.01,0.37,2032-11-06,Offline,Retail
West,P1273,74.33,60,46.52,0.23,0.18,2032-11-07,Offline,Corporate
East,P8930,358.24,60,21.93,0.1,0.26,2032-11-08,Offline,Corporate
Central,P8876,522.13,26,96.72,0.27,0.06,2032-11-09,Wholesale,Small Business
North,P6473,541.39,91,99.65,0.14,0.21,2032-11-10,Wholesale,Corporate
North,P1668,409.99,29,20.74,0.28,0.37,2032-11-11,Online,Small Business
North,P4820,139.55,29,62.54,0.24,0.38,2032-11-12,Offline,Corporate
West,P3639,532.75,33,9.33,0.29,0.15,2032-11-13,Offline,Retail
Central,P7920,555.99,92,13.28,0.08,0.16,2032-11-14,Online,Corporate
Central,P2589,820.68,69,15.27,0.17,0.14,2032-11-15,Wholesale,Retail
East,P9987,959.99,41,26.85,0.23,0.3,2032-11-16,Offline,Corporate
West,P2972,636.78,48,65.91,0.2,0.17,2032-11-17,Online,Small Business
East,P9976,164.67,43,97.71,0.28,0.11,2032-11-18,Wholesale,Small Business
West,P7025,881.09,29,26.24,0.05,0.38,2032-11-19,Wholesale,Retail
East,P5017,772.3,90,8.78,0.2,0.33,2032-11-20,Wholesale,Small Business
Central,P2991,243.39,40,68.52,0.26,0.08,2032-11-21,Offline,Retail
Central,P6722,172.24,62,95.26,0.23,0.2,2032-11-22,Wholesale,Corporate
East,P9091,89.89,79,18.3,0.08,0.46,2032-11-23,Online,Retail
East,P7685,582.71,7,62.24,0.02,0.09,2032-11-24,Online,Small Business
West,P6123,429.49,29,38.18,0.23,0.45,2032-11-25,Wholesale,Small Business
West,P3690,860.31,52,25.23,0.25,0.12,2032-11-26,Online,Small Business
Central,P4689,546.36,51,54.41,0.26,0.34,2032-11-27,Online,Small Business
Central,P2407,381.86,49,54.7,0.27,0.37,2032-11-28,Online,Corporate
North,P2228,424.1,72,74.48,0.2,0.29,2032-11-29,Wholesale,Retail
Central,P3557,577.26,24,17.23,0.3,0.38,2032-11-30,Online,Small Business
Central,P1154,859.1,48,62.42,0.14,0.5,2032-12-01,Online,Small Business
South,P9991,196.65,62,62.68,0.12,0.23,2032-12-02,Online,Corporate
West,P6586,172.51,88,83.29,0.07,0.07,2032-12-03,Offline,Retail
East,P4118,451.6,36,62.25,0.2,0.29,2032-12-04,Wholesale,Corporate
East,P5171,934.12,28,87.09,0.14,0.09,2032-12-05,Offline,Small Business
Central,P8280,169.76,4,9.16,0.13,0.35,2032-12-06,Online,Retail
North,P4363,200.51,23,89.94,0.17,0.4,2032-12-07,Offline,Small Business
South,P8217,437.22,9,72.64,0.21,0.41,2032-12-08,Offline,Small Business
East,P6584,392.67,47,68.65,0.1,0.23,2032-12-09,Offline,Corporate
East,P8027,624.13,42,14.66,0.19,0.2,2032-12-10,Online,Retail
Central,P2416,115.04,39,21.22,0.2,0.29,2032-12-11,Offline,Retail
West,P6228,750.73,90,7.26,0.21,0.17,2032-12-12,Wholesale,Small Business
East,P1966,327.91,31,26.76,0.15,0.44,2032-12-13,Online,Small Business
East,P6415,214.07,38,79.39,0.16,0.38,2032-12-14,Wholesale,Retail
South,P9821,386.4,51,53.16,0.02,0.49,2032-12-15,Offline,Retail
South,P4751,521.08,90,82.29,0.06,0.21,2032-12-16,Online,Corporate
West,P2928,921.41,30,75.76,0.11,0.4,2032-12-17,Online,Small Business
East,P6171,57.05,5,74.67,0.27,0.49,2032-12-18,Offline,Corporate
West,P5475,471.87,30,7.91,0.26,0.18,2032-12-19,Wholesale,Corporate
West,P6821,365.6,56,63.07,0.23,0.08,2032-12-20,Offline,Corporate
West,P9131,161.01,43,10.47,0.06,0.28,2032-12-21,Wholesale,Retail
North,P1134,741.6,52,34.33,0.28,0.41,2032-12-22,Wholesale,Corporate
East,P9812,619.28,11,22.43,0.2,0.31,2032-12-23,Online,Small Business
South,P3630,691.95,89,99.99,0.09,0.48,2032-12-24,Online,Corporate
West,P4744,77.22,37,33.18,0.08,0.31,2032-12-25,Wholesale,Retail
East,P6936,146.1,1,37.13,0.13,0.09,2032-12-26,Offline,Small Business
North,P3974,468.02,23,23.81,0.14,0.48,2032-12-27,Offline,Corporate
West,P5925,686.7,96,99.29,0.07,0.2,2032-12-28,Online,Small Business
East,P9431,884.66,61,60.0,0.26,0.44,2032-12-29,Wholesale,Corporate
West,P6076,166.63,60,5.9,0.3,0.41,2032-12-30,Offline,Retail
North,P5685,439.7,70,77.68,0.06,0.46,2032-12-31,Online,Small Business
East,P2226,141.07,31,56.59,0.06,0.28,2033-01-01,Wholesale,Corporate
East,P6383,879.12,20,61.13,0.12,0.13,2033-01-02,Offline,Retail
East,P8146,857.53,85,85.28,0.03,0.23,2033-01-03,Online,Small Business
North,P5817,56.94,36,28.47,0.23,0.42,2033-01-04,Online,Retail
West,P7056,638.49,60,12.47,0.14,0.2,2033-01-05,Online,Corporate
South,P6585,245.94,53,42.93,0.08,0.41,2033-01-06,Wholesale,Corporate
South,P9052,117.45,75,97.6,0.28,0.39,2033-01-07,Wholesale,Retail
West,P5829,929.76,40,96.8,0.16,0.45,2033-01-08,Offline,Small Business
Central,P2374,883.81,48,64.24,0.04,0.32,2033-01-09,Wholesale,Corporate
West,P3139,325.82,1,82.14,0.07,0.33,2033-01-10,Offline,Corporate
South,P3859,54.59,94,18.94,0.2,0.08,2033-01-11,Offline,Small Business
Central,P1016,258.14,67,23.47,0.27,0.15,2033-01-12,Wholesale,Small Business
Central,P3115,492.66,31,72.03,0.16,0.42,2033-01-13,Online,Small Business
West,P9255,902.21,98,15.79,0.03,0.48,2033-01-14,Online,Corporate
North,P3340,50.42,55,80.61,0.14,0.08,2033-01-15,Wholesale,Retail
West,P8297,356.69,6,39.88,0.06,0.16,2033-01-16,Wholesale,Small Business
Central,P4767,142.42,68,87.11,0.26,0.2,2033-01-17,Wholesale,Retail
East,P2441,506.79,21,42.05,0.06,0.17,2033-01-18,Wholesale,Small Business
North,P9170,660.72,69,80.18,0.12,0.25,2033-01-19,Offline,Small Business
West,P2192,279.34,8,31.88,0.01,0.13,2033-01-20,Offline,Corporate
Central,P1354,114.01,68,15.37,0.22,0.1,2033-01-21,Offline,Corporate
